invoice_id,issue_date,vendor_cnpj,vendor_name,invoice_value,cfop,icms_rate,calculated_icms
31,2026-04-01,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3554.6017405821653,5405,0.12,426.55220886985984
32,2026-04-12,02.123.456/0001-02,Supplier Enterprise 02 Ltd,9533.0154616705,5405,0.12,1143.96185540046
33,2026-04-26,06.123.456/0001-06,Supplier Enterprise 06 Ltd,9657.623191341549,6102,0.12,1158.9147829609858
34,2026-04-22,02.123.456/0001-02,Supplier Enterprise 02 Ltd,11130.138825021575,5405,0.12,1335.616659002589
35,2026-04-29,02.123.456/0001-02,Supplier Enterprise 02 Ltd,2407.731434345267,5102,0.12,433.39165818214803
36,2026-04-12,02.123.456/0001-02,Supplier Enterprise 02 Ltd,10879.461987890285,5102,0.12,1305.5354385468343
37,2026-04-25,03.123.456/0001-03,Supplier Enterprise 03 Ltd,13680.971549651795,6102,0.12,1641.7165859582153
38,2026-04-17,02.123.456/0001-02,Supplier Enterprise 02 Ltd,3105.4050786185085,6102,0.12,372.648609434221
39,2026-04-27,04.123.456/0001-04,Supplier Enterprise 04 Ltd,3944.3782113962257,5405,0.12,473.3253853675471
40,2026-04-27,09.123.456/0001-09,Supplier Enterprise 09 Ltd,14585.228863603774,6102,0.12,1750.2274636324528
41,2026-04-10,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3124.1658142876017,5102,0.12,374.8998977145122
42,2026-04-28,01.123.456/0001-01,Supplier Enterprise 01 Ltd,12888.583853858898,5405,0.12,1546.6300624630676
43,2026-04-28,08.123.456/0001-08,Supplier Enterprise 08 Ltd,7638.028918496504,5102,0.12,916.5634702195805
44,2026-04-16,07.123.456/0001-07,Supplier Enterprise 07 Ltd,4084.850578846067,5405,0.12,490.18206946152804
45,2026-04-15,10.123.456/0001-10,Supplier Enterprise 10 Ltd,13125.873568451416,6102,0.12,1575.1048282141699
46,2026-04-30,03.123.456/0001-03,Supplier Enterprise 03 Ltd,6956.92619753865,5405,0.12,834.831143704638
47,2026-04-30,01.123.456/0001-01,Supplier Enterprise 01 Ltd,7964.851631980508,5405,0.12,955.7821958376609
48,2026-04-15,05.123.456/0001-05,Supplier Enterprise 05 Ltd,5708.883856296602,5102,0.12,685.0660627555923
49,2026-04-30,04.123.456/0001-04,Supplier Enterprise 04 Ltd,9097.787345806448,5102,0.12,1091.7344814967737
50,2026-04-19,10.123.456/0001-10,Supplier Enterprise 10 Ltd,2871.0961524828303,5405,0.12,344.5315382979396
51,2026-04-12,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6170.68228145053,6102,0.12,740.4818737740636
52,2026-04-23,01.123.456/0001-01,Supplier Enterprise 01 Ltd,14556.47867386167,6102,0.12,1746.7774408634002
53,2026-04-20,10.123.456/0001-10,Supplier Enterprise 10 Ltd,4242.93477416635,5102,0.12,509.15217289996195
54,2026-04-25,01.123.456/0001-01,Supplier Enterprise 01 Ltd,10022.681635848738,6102,0.12,1202.7217963018484
55,2026-04-03,04.123.456/0001-04,Supplier Enterprise 04 Ltd,5215.255931258076,5102,0.12,625.8307117509692
56,2026-04-05,08.123.456/0001-08,Supplier Enterprise 08 Ltd,11715.36032245571,6102,0.12,1405.8432386946852
57,2026-04-19,05.123.456/0001-05,Supplier Enterprise 05 Ltd,2397.6680804160724,5405,0.12,287.72016964992866
58,2026-04-07,02.123.456/0001-02,Supplier Enterprise 02 Ltd,14562.405153638898,5102,0.12,1747.4886184366676
59,2026-04-21,06.123.456/0001-06,Supplier Enterprise 06 Ltd,7079.948350062769,5102,0.12,849.5938020075323
60,2026-04-09,05.123.456/0001-05,Supplier Enterprise 05 Ltd,3922.7317185237275,5405,0.12,470.7278062228473
61,2026-04-07,02.123.456/0001-02,Supplier Enterprise 02 Ltd,1565.7028362851836,5102,0.12,187.88434035422202
62,2026-04-18,03.123.456/0001-03,Supplier Enterprise 03 Ltd,2961.4896237693406,6102,0.12,355.37875485232087
63,2026-04-04,09.123.456/0001-09,Supplier Enterprise 09 Ltd,8036.722254062256,6102,0.12,964.4066704874707
64,2026-04-25,07.123.456/0001-07,Supplier Enterprise 07 Ltd,5386.546058253652,5102,0.12,646.3855269904382
65,2026-04-28,07.123.456/0001-07,Supplier Enterprise 07 Ltd,12518.808805297836,6102,0.12,1502.2570566357404
66,2026-04-14,06.123.456/0001-06,Supplier Enterprise 06 Ltd,6747.869093096186,5102,0.12,1214.6164367573133
67,2026-04-18,08.123.456/0001-08,Supplier Enterprise 08 Ltd,4106.356952520633,5405,0.12,492.76283430247594
68,2026-04-26,04.123.456/0001-04,Supplier Enterprise 04 Ltd,9448.602305758435,5102,0.12,1133.832276691012
69,2026-04-09,08.123.456/0001-08,Supplier Enterprise 08 Ltd,10748.269644838965,5405,0.12,1289.7923573806759
70,2026-04-26,04.123.456/0001-04,Supplier Enterprise 04 Ltd,2922.107664563773,6102,0.12,350.6529197476528
71,2026-04-21,08.123.456/0001-08,Supplier Enterprise 08 Ltd,2930.478636180606,5405,0.12,351.6574363416727
72,2026-04-02,09.123.456/0001-09,Supplier Enterprise 09 Ltd,1031.735690536373,6102,0.12,123.80828286436477
73,2026-04-20,03.123.456/0001-03,Supplier Enterprise 03 Ltd,11177.829218451787,5102,0.12,1341.3395062142145
74,2026-04-28,03.123.456/0001-03,Supplier Enterprise 03 Ltd,10125.165650516174,6102,0.12,1215.0198780619407
75,2026-04-15,02.123.456/0001-02,Supplier Enterprise 02 Ltd,7382.147698372301,5102,0.12,885.8577238046761
76,2026-04-28,10.123.456/0001-10,Supplier Enterprise 10 Ltd,12740.471510053358,5102,0.12,1528.8565812064028
77,2026-04-07,03.123.456/0001-03,Supplier Enterprise 03 Ltd,12182.217217775771,5405,0.12,1461.8660661330925
78,2026-04-12,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8987.638283752905,5405,0.12,1078.5165940503487
79,2026-04-29,05.123.456/0001-05,Supplier Enterprise 05 Ltd,13089.933567442251,5405,0.12,1570.79202809307
80,2026-04-08,05.123.456/0001-05,Supplier Enterprise 05 Ltd,3484.69754553314,5405,0.12,418.1637054639768
81,2026-04-15,02.123.456/0001-02,Supplier Enterprise 02 Ltd,2122.834481267054,6102,0.12,254.74013775204645
82,2026-04-03,10.123.456/0001-10,Supplier Enterprise 10 Ltd,4411.3693669963495,6102,0.12,529.3643240395619
83,2026-04-14,06.123.456/0001-06,Supplier Enterprise 06 Ltd,1327.7594132950653,6102,0.12,159.33112959540784
84,2026-04-17,05.123.456/0001-05,Supplier Enterprise 05 Ltd,8201.958156014964,5102,0.12,984.2349787217956
85,2026-04-04,06.123.456/0001-06,Supplier Enterprise 06 Ltd,14080.782538276942,6102,0.12,1689.6939045932331
86,2026-04-18,01.123.456/0001-01,Supplier Enterprise 01 Ltd,1070.4813396933898,6102,0.12,128.45776076320678
87,2026-04-08,05.123.456/0001-05,Supplier Enterprise 05 Ltd,2270.5937531453883,6102,0.12,272.4712503774466
88,2026-04-04,09.123.456/0001-09,Supplier Enterprise 09 Ltd,7056.885910109811,5405,0.12,846.8263092131773
89,2026-04-02,10.123.456/0001-10,Supplier Enterprise 10 Ltd,14041.187754154622,6102,0.12,1684.9425304985546
90,2026-04-30,02.123.456/0001-02,Supplier Enterprise 02 Ltd,5084.2635221628825,5102,0.12,610.1116226595459
91,2026-04-06,01.123.456/0001-01,Supplier Enterprise 01 Ltd,7854.904725981691,5405,0.12,942.5885671178029
92,2026-04-22,10.123.456/0001-10,Supplier Enterprise 10 Ltd,1102.8064562306854,5102,0.12,132.33677474768226
93,2026-04-10,09.123.456/0001-09,Supplier Enterprise 09 Ltd,2650.9764139502886,6102,0.12,318.11716967403464
94,2026-04-04,10.123.456/0001-10,Supplier Enterprise 10 Ltd,14806.13678290328,5405,0.12,1776.7364139483936
95,2026-04-22,09.123.456/0001-09,Supplier Enterprise 09 Ltd,14494.22109832266,5102,0.12,1739.306531798719
96,2026-04-29,09.123.456/0001-09,Supplier Enterprise 09 Ltd,571.6297235489394,6102,0.12,68.59556682587272
97,2026-04-18,06.123.456/0001-06,Supplier Enterprise 06 Ltd,14301.270888636966,5102,0.12,1716.1525066364359
98,2026-04-26,08.123.456/0001-08,Supplier Enterprise 08 Ltd,9767.239098324755,5102,0.12,1172.0686917989706
99,2026-04-12,01.123.456/0001-01,Supplier Enterprise 01 Ltd,13084.81527054032,5102,0.12,1570.1778324648385
100,2026-04-02,10.123.456/0001-10,Supplier Enterprise 10 Ltd,7093.727906690957,6102,0.12,851.2473488029148
101,2026-04-10,04.123.456/0001-04,Supplier Enterprise 04 Ltd,7976.142414399129,6102,0.12,957.1370897278954
102,2026-04-30,01.123.456/0001-01,Supplier Enterprise 01 Ltd,7588.275413725342,5102,0.12,910.5930496470411
103,2026-04-04,08.123.456/0001-08,Supplier Enterprise 08 Ltd,10169.531734418513,5405,0.12,1220.3438081302215
104,2026-04-14,01.123.456/0001-01,Supplier Enterprise 01 Ltd,2524.9431939665374,5405,0.12,302.99318327598445
105,2026-04-16,03.123.456/0001-03,Supplier Enterprise 03 Ltd,934.6170531538303,6102,0.12,168.23106956768945
106,2026-04-15,04.123.456/0001-04,Supplier Enterprise 04 Ltd,4964.984153072268,6102,0.12,595.7980983686721
107,2026-04-08,08.123.456/0001-08,Supplier Enterprise 08 Ltd,10717.871059681378,6102,0.12,1286.1445271617654
108,2026-04-14,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3426.875055782751,6102,0.12,411.22500669393014
109,2026-04-23,10.123.456/0001-10,Supplier Enterprise 10 Ltd,10264.770283211301,6102,0.12,1231.772433985356
110,2026-04-28,07.123.456/0001-07,Supplier Enterprise 07 Ltd,14563.724668555422,5405,0.12,1747.6469602266507
111,2026-04-25,08.123.456/0001-08,Supplier Enterprise 08 Ltd,1861.5603789465665,6102,0.12,223.38724547358797
112,2026-04-30,02.123.456/0001-02,Supplier Enterprise 02 Ltd,10252.730714264331,5102,0.12,1230.3276857117196
113,2026-04-08,10.123.456/0001-10,Supplier Enterprise 10 Ltd,6934.378179916282,5102,0.12,832.1253815899538
114,2026-04-21,08.123.456/0001-08,Supplier Enterprise 08 Ltd,13088.062688473829,5405,0.12,1570.5675226168594
115,2026-04-16,03.123.456/0001-03,Supplier Enterprise 03 Ltd,3068.6719469870955,5102,0.12,368.2406336384514
116,2026-04-13,07.123.456/0001-07,Supplier Enterprise 07 Ltd,10543.076307279385,5405,0.12,1265.1691568735262
117,2026-04-18,03.123.456/0001-03,Supplier Enterprise 03 Ltd,12652.671699897599,5405,0.12,1518.3206039877118
118,2026-04-15,07.123.456/0001-07,Supplier Enterprise 07 Ltd,14196.906182373337,5102,0.12,1703.6287418848003
119,2026-04-21,02.123.456/0001-02,Supplier Enterprise 02 Ltd,10407.096410199865,6102,0.12,1248.8515692239837
120,2026-04-24,10.123.456/0001-10,Supplier Enterprise 10 Ltd,7709.034078122196,5102,0.12,925.0840893746634
121,2026-04-26,06.123.456/0001-06,Supplier Enterprise 06 Ltd,9458.784982917601,5102,0.12,1135.054197950112
122,2026-04-25,03.123.456/0001-03,Supplier Enterprise 03 Ltd,13099.122274941414,5405,0.12,1571.8946729929696
123,2026-04-28,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8773.841326263031,5102,0.12,1052.8609591515637
124,2026-04-28,09.123.456/0001-09,Supplier Enterprise 09 Ltd,940.6123656041345,5405,0.12,112.87348387249614
125,2026-04-28,07.123.456/0001-07,Supplier Enterprise 07 Ltd,13998.756084851178,6102,0.12,1679.8507301821414
126,2026-04-13,05.123.456/0001-05,Supplier Enterprise 05 Ltd,10498.137889957636,6102,0.12,1259.7765467949162
127,2026-04-09,10.123.456/0001-10,Supplier Enterprise 10 Ltd,10309.444093770075,6102,0.12,1237.133291252409
128,2026-04-29,07.123.456/0001-07,Supplier Enterprise 07 Ltd,3627.289709766899,5102,0.12,435.27476517202786
129,2026-04-15,09.123.456/0001-09,Supplier Enterprise 09 Ltd,10053.83931837353,5405,0.12,1206.4607182048235
130,2026-04-13,01.123.456/0001-01,Supplier Enterprise 01 Ltd,6211.033881985298,6102,0.12,745.3240658382357
131,2026-04-01,07.123.456/0001-07,Supplier Enterprise 07 Ltd,9942.878167101635,5405,0.12,1193.145380052196
132,2026-04-25,06.123.456/0001-06,Supplier Enterprise 06 Ltd,2045.5989394658654,5405,0.12,245.47187273590384
133,2026-04-07,10.123.456/0001-10,Supplier Enterprise 10 Ltd,10038.756916744023,6102,0.12,1204.6508300092828
134,2026-04-09,09.123.456/0001-09,Supplier Enterprise 09 Ltd,14991.499023674665,6102,0.12,1798.9798828409598
135,2026-04-24,01.123.456/0001-01,Supplier Enterprise 01 Ltd,1199.0745634780624,5405,0.12,143.88894761736748
136,2026-04-01,04.123.456/0001-04,Supplier Enterprise 04 Ltd,14669.025671209101,6102,0.12,1760.2830805450922
137,2026-04-12,09.123.456/0001-09,Supplier Enterprise 09 Ltd,6400.165430481624,5405,0.12,768.0198516577948
138,2026-04-08,04.123.456/0001-04,Supplier Enterprise 04 Ltd,13125.925029890257,5405,0.12,1575.1110035868307
139,2026-04-24,10.123.456/0001-10,Supplier Enterprise 10 Ltd,11844.589518844965,6102,0.12,1421.3507422613957
140,2026-04-11,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8721.735784306684,5102,0.12,1046.608294116802
141,2026-04-19,09.123.456/0001-09,Supplier Enterprise 09 Ltd,11207.513534144235,6102,0.12,1344.901624097308
142,2026-04-17,02.123.456/0001-02,Supplier Enterprise 02 Ltd,13238.475638869544,5102,0.12,1588.6170766643452
143,2026-04-08,04.123.456/0001-04,Supplier Enterprise 04 Ltd,6360.034663939978,5405,0.12,763.2041596727973
144,2026-04-03,06.123.456/0001-06,Supplier Enterprise 06 Ltd,5241.9808426669615,5405,0.12,629.0377011200353
145,2026-04-03,02.123.456/0001-02,Supplier Enterprise 02 Ltd,10180.104090671979,5102,0.12,1221.6124908806376
146,2026-04-01,08.123.456/0001-08,Supplier Enterprise 08 Ltd,12213.76615814825,5405,0.12,1465.65193897779
147,2026-04-27,08.123.456/0001-08,Supplier Enterprise 08 Ltd,11553.134454260928,5102,0.12,1386.3761345113112
148,2026-04-05,01.123.456/0001-01,Supplier Enterprise 01 Ltd,12068.2979084502,5102,0.12,1448.195749014024
149,2026-04-10,03.123.456/0001-03,Supplier Enterprise 03 Ltd,6815.958064787528,5405,0.12,817.9149677745033
150,2026-04-07,10.123.456/0001-10,Supplier Enterprise 10 Ltd,12358.596134537813,5102,0.12,1483.0315361445375
151,2026-04-26,09.123.456/0001-09,Supplier Enterprise 09 Ltd,2243.0313028738224,6102,0.12,269.16375634485865
152,2026-04-09,05.123.456/0001-05,Supplier Enterprise 05 Ltd,8395.091920432318,6102,0.12,1007.4110304518781
153,2026-04-28,06.123.456/0001-06,Supplier Enterprise 06 Ltd,583.5005772227628,5405,0.12,70.02006926673153
154,2026-04-07,04.123.456/0001-04,Supplier Enterprise 04 Ltd,5206.49453355392,5405,0.12,624.7793440264703
155,2026-04-09,10.123.456/0001-10,Supplier Enterprise 10 Ltd,5813.692255635269,5102,0.12,697.6430706762322
156,2026-04-08,02.123.456/0001-02,Supplier Enterprise 02 Ltd,6244.504028334203,5102,0.12,749.3404834001044
157,2026-04-12,08.123.456/0001-08,Supplier Enterprise 08 Ltd,10584.274497003002,5102,0.12,1270.11293964036
158,2026-04-02,06.123.456/0001-06,Supplier Enterprise 06 Ltd,6134.092468420014,5102,0.12,736.0910962104016
159,2026-04-01,05.123.456/0001-05,Supplier Enterprise 05 Ltd,7006.057528026695,6102,0.12,1261.0903550448052
160,2026-04-16,09.123.456/0001-09,Supplier Enterprise 09 Ltd,3944.389897677748,6102,0.12,473.32678772132977
161,2026-04-23,01.123.456/0001-01,Supplier Enterprise 01 Ltd,5912.150978625431,5405,0.12,709.4581174350517
162,2026-04-23,05.123.456/0001-05,Supplier Enterprise 05 Ltd,3795.4095953156966,5102,0.12,455.4491514378836
163,2026-04-30,06.123.456/0001-06,Supplier Enterprise 06 Ltd,1561.3408946424327,5102,0.12,187.36090735709192
164,2026-04-24,05.123.456/0001-05,Supplier Enterprise 05 Ltd,9250.00460402998,5405,0.12,1110.0005524835976
165,2026-04-05,06.123.456/0001-06,Supplier Enterprise 06 Ltd,10189.085579047736,5102,0.12,1222.6902694857283
166,2026-04-03,06.123.456/0001-06,Supplier Enterprise 06 Ltd,9482.61001713941,5102,0.12,1137.9132020567292
167,2026-04-12,07.123.456/0001-07,Supplier Enterprise 07 Ltd,7220.663635108299,5102,0.12,1299.7194543194937
168,2026-04-08,04.123.456/0001-04,Supplier Enterprise 04 Ltd,6006.8938125988325,5102,0.12,720.8272575118599
169,2026-04-22,08.123.456/0001-08,Supplier Enterprise 08 Ltd,13018.337918791465,5102,0.12,1562.2005502549757
170,2026-04-27,07.123.456/0001-07,Supplier Enterprise 07 Ltd,8026.685884475161,5405,0.12,963.2023061370194
171,2026-04-03,09.123.456/0001-09,Supplier Enterprise 09 Ltd,7448.137225631099,5102,0.12,893.7764670757318
172,2026-04-01,07.123.456/0001-07,Supplier Enterprise 07 Ltd,871.8099541933175,5405,0.12,104.61719450319809
173,2026-04-03,03.123.456/0001-03,Supplier Enterprise 03 Ltd,5448.093500579267,5102,0.12,653.7712200695121
174,2026-04-05,03.123.456/0001-03,Supplier Enterprise 03 Ltd,6012.836472394927,6102,0.12,721.5403766873912
175,2026-04-15,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6282.930323005057,6102,0.12,753.9516387606069
176,2026-04-14,05.123.456/0001-05,Supplier Enterprise 05 Ltd,8912.499353796318,6102,0.12,1069.4999224555581
177,2026-04-03,04.123.456/0001-04,Supplier Enterprise 04 Ltd,8237.236927539738,6102,0.12,988.4684313047685
178,2026-04-01,08.123.456/0001-08,Supplier Enterprise 08 Ltd,9314.623845504948,5405,0.12,1117.7548614605937
179,2026-04-05,06.123.456/0001-06,Supplier Enterprise 06 Ltd,11590.80729236086,5405,0.12,1390.896875083303
180,2026-04-26,02.123.456/0001-02,Supplier Enterprise 02 Ltd,12288.293211383356,5102,0.12,1474.5951853660026
181,2026-04-23,04.123.456/0001-04,Supplier Enterprise 04 Ltd,10912.784605284169,6102,0.12,1309.5341526341
182,2026-04-14,04.123.456/0001-04,Supplier Enterprise 04 Ltd,14355.093591346553,5405,0.12,1722.6112309615862
183,2026-04-07,06.123.456/0001-06,Supplier Enterprise 06 Ltd,764.3724488072437,5102,0.12,91.72469385686924
184,2026-04-27,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3338.7807924114186,5102,0.12,400.6536950893702
185,2026-04-09,01.123.456/0001-01,Supplier Enterprise 01 Ltd,609.6616871830607,5405,0.12,73.15940246196729
186,2026-04-15,08.123.456/0001-08,Supplier Enterprise 08 Ltd,9888.383355241744,6102,0.12,1186.6060026290093
187,2026-04-15,06.123.456/0001-06,Supplier Enterprise 06 Ltd,13521.44295977481,5102,0.12,1622.573155172977
188,2026-04-26,03.123.456/0001-03,Supplier Enterprise 03 Ltd,4030.4933003563397,6102,0.12,483.65919604276075
189,2026-04-10,09.123.456/0001-09,Supplier Enterprise 09 Ltd,13942.000899546447,6102,0.12,1673.0401079455735
190,2026-04-28,02.123.456/0001-02,Supplier Enterprise 02 Ltd,1373.8771591986324,6102,0.12,247.2978886557538
191,2026-04-13,08.123.456/0001-08,Supplier Enterprise 08 Ltd,14049.322388679957,5102,0.12,1685.9186866415948
192,2026-04-19,10.123.456/0001-10,Supplier Enterprise 10 Ltd,5598.528964974699,6102,0.12,671.8234757969639
193,2026-04-07,03.123.456/0001-03,Supplier Enterprise 03 Ltd,1970.6020125136395,5102,0.12,236.47224150163672
194,2026-04-17,05.123.456/0001-05,Supplier Enterprise 05 Ltd,7545.140508201722,6102,0.12,905.4168609842066
195,2026-04-20,06.123.456/0001-06,Supplier Enterprise 06 Ltd,4223.260231947365,5102,0.12,506.7912278336838
196,2026-04-29,10.123.456/0001-10,Supplier Enterprise 10 Ltd,4630.657078447881,6102,0.12,555.6788494137456
197,2026-04-04,06.123.456/0001-06,Supplier Enterprise 06 Ltd,4955.7044914311555,5405,0.12,594.6845389717387
198,2026-04-30,04.123.456/0001-04,Supplier Enterprise 04 Ltd,12143.875518573619,6102,0.12,2185.897593343251
199,2026-04-05,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8317.83851179119,6102,0.12,998.1406214149426
200,2026-04-23,04.123.456/0001-04,Supplier Enterprise 04 Ltd,5013.961637762053,5102,0.12,601.6753965314464
201,2026-04-07,01.123.456/0001-01,Supplier Enterprise 01 Ltd,9349.839858008316,5102,0.12,1121.9807829609979
202,2026-04-13,04.123.456/0001-04,Supplier Enterprise 04 Ltd,10884.184776236307,6102,0.12,1306.1021731483568
203,2026-04-15,01.123.456/0001-01,Supplier Enterprise 01 Ltd,4453.048010636239,5405,0.12,534.3657612763487
204,2026-04-11,01.123.456/0001-01,Supplier Enterprise 01 Ltd,6496.461972117597,5405,0.12,779.5754366541116
205,2026-04-29,10.123.456/0001-10,Supplier Enterprise 10 Ltd,2267.3483533857398,5102,0.12,272.0818024062888
206,2026-04-04,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3126.6655682528644,5405,0.12,375.1998681903437
207,2026-04-13,05.123.456/0001-05,Supplier Enterprise 05 Ltd,10376.20888249225,6102,0.12,1245.14506589907
208,2026-04-07,04.123.456/0001-04,Supplier Enterprise 04 Ltd,3130.856041586591,5102,0.12,375.7027249903909
209,2026-04-27,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8114.869063172372,6102,0.12,973.7842875806846
210,2026-04-19,01.123.456/0001-01,Supplier Enterprise 01 Ltd,10781.170794975274,5102,0.12,1293.7404953970329
211,2026-04-22,06.123.456/0001-06,Supplier Enterprise 06 Ltd,2049.7153848737853,5102,0.12,245.96584618485423
212,2026-04-28,02.123.456/0001-02,Supplier Enterprise 02 Ltd,8726.0271846191,5102,0.12,1047.123262154292
213,2026-04-02,08.123.456/0001-08,Supplier Enterprise 08 Ltd,4220.160363669775,5102,0.12,506.41924364037294
214,2026-04-10,10.123.456/0001-10,Supplier Enterprise 10 Ltd,14462.439690944908,5405,0.12,1735.4927629133888
215,2026-04-13,05.123.456/0001-05,Supplier Enterprise 05 Ltd,7511.411877438909,6102,0.12,901.369425292669
216,2026-04-30,07.123.456/0001-07,Supplier Enterprise 07 Ltd,12186.891971739793,6102,0.12,1462.427036608775
217,2026-04-25,10.123.456/0001-10,Supplier Enterprise 10 Ltd,8478.284861265794,6102,0.12,1017.3941833518953
218,2026-04-21,02.123.456/0001-02,Supplier Enterprise 02 Ltd,1129.481726394878,5102,0.12,135.53780716738535
219,2026-04-06,08.123.456/0001-08,Supplier Enterprise 08 Ltd,9680.694946113324,5405,0.12,1161.683393533599
220,2026-04-28,02.123.456/0001-02,Supplier Enterprise 02 Ltd,14295.348461996527,6102,0.12,1715.4418154395833
221,2026-04-28,04.123.456/0001-04,Supplier Enterprise 04 Ltd,9223.371392121802,5405,0.12,1106.8045670546162
222,2026-04-12,01.123.456/0001-01,Supplier Enterprise 01 Ltd,12378.238461688457,5102,0.12,1485.3886154026147
223,2026-04-12,05.123.456/0001-05,Supplier Enterprise 05 Ltd,13320.993718551914,6102,0.12,1598.5192462262296
224,2026-04-20,09.123.456/0001-09,Supplier Enterprise 09 Ltd,3807.156693259521,5405,0.12,456.8588031911425
225,2026-04-30,01.123.456/0001-01,Supplier Enterprise 01 Ltd,3574.6501786692866,5102,0.12,428.9580214403144
226,2026-04-30,09.123.456/0001-09,Supplier Enterprise 09 Ltd,9359.22433833938,5405,0.12,1123.1069206007255
227,2026-04-11,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6459.912812197218,6102,0.12,775.1895374636662
228,2026-04-26,06.123.456/0001-06,Supplier Enterprise 06 Ltd,12677.988891567446,6102,0.12,1521.3586669880933
229,2026-04-23,07.123.456/0001-07,Supplier Enterprise 07 Ltd,13550.335289271161,5102,0.12,1626.0402347125394
